NOME;INSTITUICAO_ENSINO_ALUNO_2020;IDADE_ALUNO_2020;ANOS_PM_2020;FASE_TURMA_2020;PONTO_VIRADA_2020;INDE_2020;INDE_CONCEITO_2020;PEDRA_2020;DESTAQUE_IEG_2020;DESTAQUE_IDA_2020;DESTAQUE_IPV_2020;IAA_2020;IEG_2020;IPS_2020;IDA_2020;IPP_2020;IPV_2020;IAN_2020;FASE_2021;TURMA_2021;INSTITUICAO_ENSINO_ALUNO_2021;SINALIZADOR_INGRESSANTE_2021;PEDRA_2021;INDE_2021;IAA_2021;IEG_2021;IPS_2021;IDA_2021;IPP_2021;REC_AVAL_1_2021;REC_AVAL_2_2021;REC_AVAL_3_2021;REC_AVAL_4_2021;PONTO_VIRADA_2021;IPV_2021;IAN_2021;NIVEL_IDEAL_2021;DEFASAGEM_2021;FASE_2022;TURMA_2022;ANO_INGRESSO_2022;BOLSISTA_2022;INDE_2022;CG_2022;CF_2022;CT_2022;PEDRA_2022;DESTAQUE_IEG_2022;DESTAQUE_IDA_2022;DESTAQUE_IPV_2022;IAA_2022;IEG_2022;IPS_2022;IDA_2022;NOTA_PORT_2022;NOTA_MAT_2022;NOTA_ING_2022;QTD_AVAL_2022;IPP_2022;REC_AVAL_1_2022;REC_AVAL_2_2022;REC_AVAL_3_2022;REC_AVAL_4_2022;INDICADO_BOLSA_2022;PONTO_VIRADA_2022;IPV_2022;IAN_2022;NIVEL_IDEAL_2022
ALUNO-607;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;4.0;H;2022.0;Não;6,32;679.0;60.0;6.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9,17;6,53;7.5;5;4;6;0;4.0;6,25;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Alocado em Fase anterior;Não;Não;6,13;5.0;Fase 5 (1º EM)
ALUNO-608;Escola Pública;14;3;4A;Não;7,58;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7,92;6.3;6.875;7;8,75;7,83;10;4.0;A;Escola Pública;Veterano;Ametista;7.310;7.1;7.2;5.0;8.5;7.7;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Não;8.5;5.0;Nível 5 (1o EM);-1.0;5.0;B;2017.0;Não;6,58;634.0;38.0;12.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,08;7,56;5.625;7,47;6,67;7,83;7,9;3.0;5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;;Não;Não;6,5;5.0;Fase 6 (2º EM)
ALUNO-609;UNISA;18;0;8A;;6,57;C;Ágata;Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.;Seu destaque em 2020: As suas boas notas na Faculdade.;;8,75;0;6.875;8,3;0;0;10;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-610;;;;;;0;;;;;;0;;;0;0;0;;5.0;B;Escola Pública;Ingressante;Ametista;6.913;8.8;6.4;7.5;5.8;8.4;Promovido de Fase;Mantido na Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase atual;Não;7.5;5.0;Nível 6 (2o EM);-1.0;5.0;A;2021.0;Não;5,54;785.0;52.0;10.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;5;5,95;7.5;3,01;2,33;3,53;3,17;3.0;5,42;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase + Bolsa;;Sim;Não;7,29;5.0;Fase 7 (3º EM)
ALUNO-611;Rede Decisão/União;17;4;7A;Não;7,46;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9,17;8.5;5.625;5,67;7,03;7,21;10;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-612;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;1.0;F;2022.0;Não;5,43;793.0;182.0;10.0;Quartzo;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;1;7,76;6.875;2,5;0;5;0;2.0;4,38;Mantido na Fase atual;Promovido de Fase;;;Não;Não;5;2.5;Fase 4 (9º ano)
ALUNO-613;Escola Pública;11;2;1J;Não;6,56;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9,5;8.4;5;4;5,42;7,94;5;1.0;R;Escola Pública;Veterano;Ametista;7.196;9.5;9.2;3.1;5.5;8.3;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8.3;5.0;Nível 2 (5o e 6o ano);-1.0;2.0;P;2018.0;Não;6,66;601.0;99.0;8.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;7,23;5.0;3,08;1,5;4,67;0;3.0;6,46;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7,78;10.0;Fase 2 (5º e 6º ano)
ALUNO-614;Escola Pública;16;2;6B;Não;5,5;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;0;3;6.875;5,33;7,5;7;10;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-615;Escola Pública;8;1;0B;Sim;9,62;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;10;7.5;1;1;9,83;10;1.0;B;Escola Pública;Veterano;Topázio;8.358;9.0;8.8;7.5;7.4;7.5;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8.7;10.0;Nível 1 (4o ano);0.0;1.0;E;2019.0;Não;8,34;56.0;9.0;1.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;1;9,03;7.5;8,92;9;8,83;0;3.0;6,88;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;;Sim;Sim;9,06;5.0;Fase 2 (5º e 6º ano)
ALUNO-616;Escola Pública;18;1;7B;Não;7,75;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;1;8.7;7.5;6;8,75;8,42;5;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-617;;;;;;0;;;;;;0;;;0;0;0;;0.0;T;Escola Pública;Ingressante;Topázio;8.583;9.0;10.0;7.5;5.9;8.1;Promovido de Fase;Promovido de Fase;Não avaliado;Não avaliado;Sim;9.7;10.0;ALFA  (2o e 3o ano);0.0;1.0;B;2021.0;Não;7,79;201.0;48.0;8.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8,5;8,78;7.5;6,83;8;5,67;0;3.0;6,04;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7,33;10.0;Fase 1 (4º ano)
ALUNO-618;Escola Pública;16;3;2G;Não;4,52;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9,5;4;4.375;0;6,67;7,06;2.5;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-619;Escola Pública;10;1;2N;Não;7,74;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;9.7;7.5;4,5;7,29;7,61;10;2.0;N;Escola Pública;Veterano;Ágata;6.682;7.9;5.0;7.5;4.6;7.7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7.2;10.0;Nível 2 (5o e 6o ano);0.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-620;;;;;;0;;;;;;0;;;0;0;0;;1.0;C;Escola Pública;Ingressante;Quartzo;2.942;0.0;1.3;7.5;0.0;6.3;Mantido na Fase atual;Não avaliado;Mantido na Fase atual;Não avaliado;Não;4.1;5.0;Nível 2 (5o e 6o ano);-1.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-621;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;0.0;F;2022.0;Não;6,63;614.0;168.0;8.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9,5;6,24;7.5;7,1;7;7,2;0;2.0;5;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;6,33;5.0;Fase 2 (5º e 6º ano)
ALUNO-622;Escola Pública;12;2;3H;Não;6,49;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;1;4.2;7.5;5,33;7,08;5,61;10;3.0;F;Escola Pública;Veterano;Quartzo;5.193;10.0;3.6;7.5;0.7;6.9;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;4.5;10.0;Nível 3 (7o e 8o ano);0.0;3.0;G;2018.0;Não;4,28;850.0;143.0;14.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9,17;2,82;7.5;8,89;1,33;1,17;1,67;4.0;5,94;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Alocado em Fase anterior;Não;Não;3,88;5.0;Fase 4 (9º ano)
ALUNO-623;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;3.0;N;2022.0;Não;7,45;336.0;37.0;4.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9,17;7,75;7.5;5,22;6,33;4,33;5;3.0;6,88;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;;Não;Não;7,5;10.0;Fase 3 (7º e 8º ano)
ALUNO-624;Escola Pública;15;1;3H;Não;5,23;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7,5;3.4;2.5;6,67;6,25;5,44;5;3.0;F;Escola Pública;Veterano;Ágata;5.742;7.1;5.0;7.5;5.1;7.1;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;6.5;2.5;Nível 6 (2o EM);-3.0;4.0;F;2019.0;Não;3,74;858.0;75.0;15.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,08;3,54;5.0;1,44;1,67;2,67;0;4.0;5;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Alocado em Fase anterior;Não;Não;3,92;2.5;Fase 7 (3º EM)
ALUNO-625;Escola Pública;12;1;1F;Não;5,79;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8,5;7.3;6.25;0;7,5;8;5;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-626;Escola Pública;13;3;3M;Não;7,05;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7,92;6;7.5;5,67;7,66;7,04;10;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-627;;;;;;0;;;;;;0;;;0;0;0;;0.0;S;Escola Pública;Ingressante;Ametista;7.442;8.0;8.3;7.5;6.9;7.5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;8.0;5.0;Nível 1 (4o ano);-1.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-628;;;;;;0;;;;;;0;;;0;0;0;;0.0;O;Escola Pública;Ingressante;Ametista;7.438;9.0;8.3;7.5;5.9;7.5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;8.4;5.0;Nível 2 (5o e 6o ano);-2.0;0.0;L;2021.0;Não;8,17;94.0;25.0;2.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;9,16;7.5;8,75;9,33;8,17;0;2.0;6,56;Promovido de Fase;Promovido de Fase;;;Não;Sim;8,92;5.0;Fase 2 (5º e 6º ano)
ALUNO-629;FIAP;19;2;8A;;7,02;C;Ágata;Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.;Seu destaque em 2020: As suas boas notas na Faculdade.;;9,17;0;7.5;9;0;0;10;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-630;FIAP;18;2;8A;;6,89;C;Ágata;Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.;Seu destaque em 2020: As suas boas notas na Faculdade.;;8,75;0;6.875;9,1;0;0;10;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-631;Escola Pública;12;2;2R;Não;6,28;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9,5;8.5;3.125;3,5;6,04;7,56;5;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-632;;;;;;0;;;;;;0;;;0;0;0;;0.0;S;Escola Pública;Ingressante;Ágata;5.888;9.0;5.0;7.5;3.4;7.5;Mantido na Fase atual;Não avaliado;Não avaliado;Não avaliado;Não;6.5;5.0;Nível 2 (5o e 6o ano);-2.0;1.0;N;2021.0;Não;5,82;748.0;178.0;9.0;Quartzo;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,42;7,58;7.5;1,25;2,5;0;0;3.0;6,04;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7,28;5.0;Fase 2 (5º e 6º ano)
ALUNO-633;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;1.0;J;2022.0;Não;6,86;534.0;135.0;11.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9,5;7,19;5.0;7,5;5,5;9,5;0;3.0;5,83;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;6,94;5.0;Fase 2 (5º e 6º ano)
ALUNO-634;Escola João Paulo II;12;2;1D;Não;6,15;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6,92;7.1;4.375;7,5;2,81;6,58;5;1.0;A;Escola JP II;Veterano;Quartzo;3.754;6.3;2.1;6.3;2.4;4.4;Não avaliado;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;3.3;5.0;Nível 3 (7o e 8o ano);-2.0;2.0;A;2018.0;Sim;5,25;807.0;153.0;13.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;5,83;3.75;2,92;1,67;5,67;0;3.0;4,79;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;6,72;5.0;Fase 4 (9º ano)
ALUNO-635;Escola Pública;15;3;5G;Não;6;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6,25;6.7;4.375;4,33;7,19;5,08;10;5.0;F;Escola Pública;Veterano;Quartzo;4.494;4.6;3.3;5.0;4.8;5.9;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;4.0;5.0;Nível 6 (2o EM);-1.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-636;Escola Pública;16;1;5A;Não;5,71;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7,08;3.7;7.5;6;6,88;5,61;5;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-637;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;2.0;P;2022.0;Não;6,92;518.0;79.0;7.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;9,39;7.5;3,75;0;7,5;0;3.0;6,46;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7,5;5.0;Fase 3 (7º e 8º ano)
ALUNO-638;Escola Pública;13;1;1G;Não;6,91;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;9.2;5;8,5;2,5;6,08;5;2.0;I;Escola Pública;Veterano;Ágata;6.783;8.5;6.3;6.9;6.1;7.5;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;7.7;5.0;Nível 4 (9o ano);-2.0;3.0;G;2019.0;Não;4,31;847.0;142.0;13.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9,17;3,64;5.0;1,78;1;3,67;6,67;4.0;5,63;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Alocado em Fase anterior;Não;Não;3,75;5.0;Fase 5 (1º EM)
ALUNO-639;Escola Pública;11;1;2F;Não;6,07;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7,92;5.7;7.5;1,5;7,08;6,89;10;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-640;Escola Pública;18;1;7B;Não;7,16;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8,33;8;7.5;4,67;8,59;8,42;5;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-641;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;2.0;U;2022.0;Não;6,31;682.0;125.0;13.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9,5;6,74;7.5;4,08;4,5;3,67;0;3.0;6,04;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;6,72;5.0;Fase 3 (7º e 8º ano)
ALUNO-642;Escola Pública;9;1;1N;Não;8;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7,5;6.7;7.5;1;7,08;7,28;10;1.0;C;Escola Pública;Veterano;Ametista;7.082;8.5;7.5;6.3;6.4;6.9;Alocado em Fase anterior;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;8.2;5.0;Nível 2 (5o e 6o ano);-1.0;1.0;D;2019.0;Não;6,95;507.0;132.0;11.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;0;9,37;5.0;9,08;9;9,17;0;3.0;6,46;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;;Sim;Não;8,06;5.0;Fase 2 (5º e 6º ano)
ALUNO-643;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;0.0;L;2022.0;Não;8,06;130.0;36.0;3.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;1;9,35;7.5;8,17;8,83;7,5;0;2.0;6,56;Promovido de Fase;Promovido de Fase;;;Não;Não;8,25;5.0;Fase 1 (4º ano)
ALUNO-644;Escola Pública;10;2;1B;Sim;8,63;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9,5;8.6;8.75;1;7,81;9;5;2.0;A;Rede Decisão;Veterano;Topázio;9.163;10.0;10.0;5.0;9.4;8.5;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não avaliado;Sim;9.7;10.0;Nível 2 (5o e 6o ano);0.0;3.0;A;2018.0;Sim;8,44;42.0;11.0;3.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9,17;8,31;6.25;8,11;7,67;8,33;8,33;4.0;8,91;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Promovido de Fase + Bolsa;Não;Sim;8,63;10.0;Fase 3 (7º e 8º ano)
ALUNO-645;Escola Pública;8;0;0A;Não;8,6;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;10;7.5;9,5;7,5;6,5;10;0.0;J;Escola Pública;Veterano;Ágata;6.633;10.0;6.7;7.5;5.3;7.5;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Não;6.2;5.0;Nível 1 (4o ano);-1.0;1.0;A;2020.0;Não;4,74;837.0;191.0;14.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9,5;4,02;7.5;1,17;1;1,33;0;3.0;4,17;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;5,44;5.0;Fase 2 (5º e 6º ano)
ALUNO-646;Escola Pública;11;1;2D;Não;7,81;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8;8.4;7.5;8,5;5,31;6,75;10;2.0;D;Escola Pública;Veterano;Ametista;7.396;9.0;7.9;7.5;6.6;7.7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7.8;5.0;Nível 3 (7o e 8o ano);-1.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-647;Escola Pública;11;2;1R;Não;7,2;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8,5;8.2;5;7,5;6,67;7,72;5;2.0;R;Escola Pública;Veterano;Quartzo;3.868;9.5;1.7;5.0;0.0;7.3;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;4.3;5.0;Nível 3 (7o e 8o ano);-1.0;2.0;P;2018.0;Não;7,37;373.0;54.0;5.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9,5;8,95;5.0;6,92;6,33;7,5;0;3.0;6,67;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;;Não;Não;7,89;5.0;Fase 3 (7º e 8º ano)
ALUNO-648;Escola Pública;12;1;3H;Não;6,57;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7,92;6.2;7.5;5;6,88;5,5;10;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
